content,score
"Transfer ke dana Kok gabisa ya, katanya ""Tim kami lagi perbaiki, kamu bisa coba lagi nanti"" Tapi sudah Setidaknya 2 hari masih gabisa",3
aplikasi jadi semakin slow respon tiap kali mau dibuka.,1
kurangnya tidak ada fitur stor tunai,3
"ini kenapa kok tiba tiba akun saya keluar sendiri min. terakhir transaksi tanggal 12 mei kmren. pas mau buka lagi bukanya di suruh login malah di arahkan untuk daftar lagi. menu untuk login atau lupa pasword pun juga tidak ada di dashboard utama, malah yang ada menu LANJUT dan MENU PENDAMPING. apakah rekening saya di blokir PPATK. kalaupun di blokir pasti ada notif di menu dashboard dong min. udah di hapus dan instal ulang sama aja. tolong di kondisikan rekening saya min.",1
"hrusnya jdi 1 aja, disini gk bs save rekening. mdh2an kedepannya lebih praktis lagi.",5
"terus penggunaan harus pakai data? kalo yang sehari2 pakai wifi gimana? aneh banget, pake wifi kok ga bisa",2
kok skrg buka aplikasi susah bener yak padahal sinyal bagus,1
"saya mau komplain kenapa sekarang klok pakek data GK bisa mutar² ,klok pakek wifi baru bisa tolong dong di bantu",3
"saya sudah registrasi, infomasinya perlu verifikasi tambahan. disuruh telepon BNI call / cabang terdekat. setelah telepon BNI call data sudah sesuai terus disuruh ke BNI terdekat. setelah ke BNI terdekat, informasinya data sudah sesuai infomasi harus terus coba berkali2. dan sampai saat ini, notifnya masih sama ""Kamu belum bisa registrasi wondr. kami perlu verifikasi tambahan"". jadi saya harus gmana??",3
"kok ga ada pilihan sih buat masuk aplikasi setelah sempat diuninstal karna hp error....solusinya gimana,masak harus ke kantor bni sih",2
gak bagus. enakan pake bni mobile. pake wonder topup ewalet kecil sekali limitnya,1
cepat tepat mantap keren amanah pelayanan nya Rama tamah,5
"ini knp gk busa log in, terjadi kesalahan terus",2
fitur terbaru lebih bagus dan antar muka lebih mudah dari sebelumnya,5
utk saat ini puas..namun belum bisa setor tunai via apk,5
Keren banget . tapi kalau bisa tambahkan fitur simulasi deposito,5
"mau login aja ngulang terus dari foto KTP sama foto wajah ribet banget, tolong benerin system nya, padahal harusnya untuk 1 HP cuma masukin password dan pin, ini malah ngulang dari KTP lagi ribet aplikasi rusak",1
"Aplikasi ribet, menyusahkan, akun tidak bisa terhubung dengan rekening sendiri, komplain lewat cs disuruh ke bank, nauh jauh datang ke kantor cabang bank cuma dilayani satpam dan tetap saja akun wondr ga bisa terhubung dengan rekening Mau bikin inovasi malah menyusahkan Di balas oleh admin yang sama saja seperti bot, jawaban template, disuruh hubungi cs, cs juga sama saja, di hubungi di beri jawaban template, bukan solusi",1
"Benerin dulu top-up tap cash nya baru nanti saya tambahin bintang nya. top-up tap cash gagal mulu kalo pagi, pernah gagal 2x saldo gak balik.. gimana coba!",1
terimaksih lebih mudah teransaksi kapan saja dan d mana saja,5
tolong d bantu sya tidak bisa login dan selalu gagal verivikasi wajah,5
"mantap sekali,kalau bisa pengamanan BNI nya harus lebih kuat lagi",5
"aplikasi lemot pakek wifi dan pakek paket data juga masih lemot kadang bisa di bukak kadang tidak bisa di buka, jadi kalau mau transfer susah masih harus lewat mesin ATM, apa gunanya kalau pakek wonder untuk transaksi masih susah, tolong di tingkat.kan lagi aplikasi.nya",2
"Lemot banget mau bayar2 jadi lama, mau buka app m bankingnya aja lama. aduh smoga bisa lebih baik ya.",2
masih belum bisa cek sisa tagihan bni fleksi lewat aplikasi ini.,2
"make aplikasi ini gabisa buka aplikasi, selalu saja setiap di buka selalu yang di tampilkan hanya logo, tidak masuk ke menu awal, kenapa? apa ada masalah pada aplikasi ini? ini bukan sekali/dua kali ini terjadi, ini sudah sering. kenapa pihak wonder tidak melakukan update mengenai sistem yang eror seperti ini, saya mau transfer dana jadi di persulit karna tidak bisa masuk aplikasi ini. note: (hanya muncul logo!)",1
"mudah mudahan ngirim notifikasi tidak menggunakan SMS lagi, Upgrade ke Whatsapp.",3
"kok aplikasi aq wonder na G bisa di buka, klo pake wifi baru bisa di buka, sangat menyulitkan sekali",3
"Masih perlu tambahan bbrp menu, blm bisa cardless setor tunai, blm bisa terima transfer pake QRIS.. ayolah bumn jangan kalah sama swasta..",3
kenapa aplikasi wondr sama BNi ndak bisa dipakai transaksi ya. kesalahannya dimana? mohon perbaikan segera. terimakasih,5
untuk tarik tunai tanpa kartu nya ribet. harus pake no OTP jd lama. biarpun ada pulsa nya.. tolong dong perbaiki biar lebih simpel dan cepat. mksh,3
"gak lama pakai aplikasi wonder ini gak bisa buka ke menu awal, kenapa apa masalah jaringan bagus tapi gak bisa di buka malah yang bisa di buka aplikasi bni banking nya",1
"tidak ada solusi dari pihak bank, saldo terpotong tapi transaksi gagal. malah kita nasabahnya di suru cek ke pihak rekening tujuan, payah👎👎👎👎👎👎👎",1
aplikasi yang rumit selalu melakukan kesalahan berulang saat scan wajah maupun memasukan kode otp saya juga kurang tau mengapa ini dapat terjadi padahal jaringan saya baik,2
"jelek, aplikasi monopoli, saya hanya 1 kali salah masukin kode otp tapi seterusnya malah ga bisa masukin kode otp, dibilang untuk ulangi proses verifikasi sudah tapi tetep walau kode otp sudah benar tapi aplikasi selalu mengirim pemberitahuan vahwa saya sudah berkali2 salah, audah pakai email lain juga salah, baru juga awal mendaftar sudah begini",1
"ini gimna iya kok abis Poto KTP malah kartu debit kredit mlu si, pdhal saya kartu debit kredit nya. kan biasanya kalo abis Poto KTP langsung verifikasi muka tapi ini malah keluar kartu debit kredit mlu, tolong p encerahan nya",2
"saya transfer dari ATM BNI ke bang jago tapi sampai sekarang uang belum masuk2 sudah 8hari dari laporan itu masih belum diproses,tolong pihak BNI untuk bertanggung jawab karna saya tidak pernah dapat jawaban",1
"sangat sangat sangat membantu,,😊 kedepannya semoga lebih baik, apalagi untuk yg mager keluar nyari pulsa dan token listrik..",5
"tidak ada fitur stor tunai seperti BRIMO, dan banyak yang bilang ada biaya tahunan aplikasi",1
"aneh, udah foto KTP, verifikasi wajah malah nggak bisa registrasi... padahal pengen pindah dri aplikasi BNI yang lama",2
gmn ini aplikasi saya sudah daftar dan punya rek BNI kenapa TDK bs login..kok menu tmpilanya ke daftar awal,1
"kanapa mau log in pasword log in sudah benar , knpa malah keluar otomatis suruh daftar ulang gmna sih,sedangkan saya posisi di Hongkong ini gmna solusinya?",1
"haloo, ini emg lagi ada gangguan dari pusat kah? dari tadi gamau kebuka. atau emang dari dlu apk belum berbenah? tiap mau gunain selalu ada kendala buat d buka hadeeh",1
"bagus aplikasinya, jadi mudah untuk transaksi",5
"cepat, mudah dan memudahkan bertransaksi",5
saya melakukan transaksi jumlah besar pake rekening Taplus bisnis tapi tetap terblokir? apa aplikasi belum bisa membaca jenis rekening?,1
"tolong iaaa untuk aplikasi ini jangan mempersulit lah.saya sudah pernah masuk pakai aplikasi ini, kemaren sempat ke hapus aplikasi nya begitu saya mau masuk lgi kok harus pakai scan wajah begitu mau scan sulit banget masuk.",1
"aplikasi jelek birokrasi lelet, gagal pembayaran ya di refund mentang2 weekend jadi kacau semua ga lagi gua naro duit di bank ini. jelek ga usah bales pake chat bot udah komplain jg ga ada hasilnya nunggu 5 - 13 hari buang2 waktu buat birokrasi ribet",1
"kenapa ga bisa di buka, nyangkut di logo, butuh penjelasan, KLO sudah bisa baru di naikan bintang nya",1
"mudah pemakaian.... cepat respon, lebih ringkas dan mudah di percaya",5
"Mau bikin akun tidak bisa terus di bagian verifikasi wajah, hanya ada tulisan ""coba lagi besok"" padahal sudah menunggu 3 hari, ini bagaimana ya 😸",3
ini saya transfer dari BNI ke BCA dari semalem sampe pagi ini sampe sekarang saldonya belom masuk dan saldo di BNI sudah berkurang ( statusnya berhasil) . untuk nama penerima dan nomor rekeningnya sudah sesuai. bisa dibantu perihal ini kah team pengembang BNI? saya sudah chat via WA dan email responnya terlalu lama tidak fast respon seperti CS bank lain. tolong diperbaiki masalah kayak gini agar kedepannya tidak terulang kembali dan diperbaiki sistem penanganannya!!!!,2
lewat jam 12 malam sampe subuh sering gak bisa transaksi,2
"terlalu susah untuk verifikasi wajah, tolong di perbaiki,udah 5hari smpe sekarang belom jadi jadi 😭",1
tapi sayang nya Saya klo mau top ke dana saya selalu belum berhasil padahal saldo cukup,4
ribet verifikasi wajah... sudah berhasil beberapa bulan kemudian verifikasi lagi... jadi terhambat untuk transaksi di mobile by wondr,1
"aplikasinya dibuka pake wifi malah diem aja ga bs login, tapi kalo pake data baru bisa login, ini yg eror wifiku apa aplikasinya, pdhal Wifi-nya utk login aplikasi bank lain bs 🙂‍↕️",4
"wonder...ribet banget banyak verifikasi wajah,durasi sebentar padahal wajah asli tapi tetap tidak di kenal ! kembalikan ke BNI sebelumnya",1
"Kurang lebih 5 bulan aplikasinya ada gangguan, belum ada perbaikan juga. Udah sering Eror, lihat transaksi gak bisa, mutasi rekening datanya gak jelas, sama udah 1 bulan lebih uang transfer belum masuk- masuk dan akhirnya uang hangus, tiba-tiba saldo dipotong dan tidak ada notifikasi penjelasannya. Mending dihapus aja aplikasinya, sama saham BNI pasti anjlok (-1000000%). Mantabbbbbbbbb",1
memudahkan buat bayar ini itu jadi gak keluar harus ngantri bayar ini itu semua sudah ada diaplikasi wondr by BNI,5
"seneng banget,, transaksi jdi lebih mudah . terimakasii 🥰🥰🥰",5
bagus sih... masih kurang Qr buat trima transfer. biar enak gx nyebutin nomer rekening,5
ini bagaimana ya transfer luar negeri prosesnya super lama padahal disitu sudah tertera dalam 2 hari kerja tapi ini sudah 3 hari kerja jangankan berhasil ke bank penerima malah ke bank perantara aja belum. GAK JELASSS ini sudah 3 hari kerja kak sudah maksimal berarti kalau tidak bisa kerja saya minta saldo saya di kembalikan segera,1
"kenapa sih, sering banget ""tim kami sedang perbaiki""? lagi dibutuhin malah gigi😞😔",1
"aplikasi susah di bukak, padahal jaringan bagus",2
"aplikasi keuangan tersampah menurutku, susah login!!!",1
sangat mudah dan praktis bertransaksi,5
mantap pake wonder...jarang ada gangguan...semoga lancar terus ya...,5
"huwaa tolong dong aku udah top up 2 kali bayar pkai wondr tpi sedih banget saldonya gak masuk ke apk yg ditop up-in, udah lapor sama sma apknya tpi katanya pihak sana gak Terima saldo apapun dari wondr, padahal saldo aku udh kepotong dan bukti pembayaran katanya berhasil :(",2
"aplikasi wondr by bni lagi eror gak bisa di buka kak,,ini gimana solusinya...",3
"sangat cocok digunakan untuk melakukan transaksi , terimakasih wondr bni",5
"kenapa tiba"" apl sistem terkendala udah hampir seminggu ga bisa di buka padahal manfaat banget ni apl",3
kok belakang ini apk sya selalu ada kendala si sedangkan uang sya gak pernah sampe 0 ada terus tolong perbaiki yg bnr biar sya gak kecewa masa apa2 sya hrus ke bank bni,3
wah mantap pakai wondr akses transaksi sangat cepat dan mudah terimakasih wondr,5
baik' sih bisa mudah tapi tetap saja sama aplikasi yg lain ada potongan adminnya juga,3
Terima kasih atas bantuannya dengan segala kemudahan bertransaksi. Semakin mempermudah dan mudah-mudahan mendapat sesuatu yang wonderfull from the Wondr by BNI. Aamiin,5
"mohon perbaiki agar lbh mudah sedikit""eror, contoh sprti brimo dmn aja mudah,",2
tambahin fitur login dong biar kalo keluar tuh ngga usah daftar lagi ribet!,1
selalu ada masalah ketika melakukan transaksi ke e wallet tolong di perhatikan lagi dalam hal tersebut,3
"hi wondr by BNI saya seneng banget pakai aplikasi ini semua kebutuhan perbangkan sangat mudah dan bagus. cuman tolong pas verifikasi wajah itu sangat sulit berulang ulang kali di coba, sulit di terima padahal sudah ikuti panduan. ini bukan daftar tapi ketika hp henk atau gangguan di suruh perivikasi wajah dan KTP. tolong ya ..",4
"mobile bankingnya kirain sudah seperti BCA tanpa pulsa, eee sama aja kaya apk sebelumnya diperbaharui lagi dong biar tanpa pulsa✌️",2
"ribed pakai bni , mau tarik saja harus pakai notip sms dulu , belum lagi sales asuransi nya makasa sekali tawarkan asuransi padahal sudah saya tolak tapi sifat nya sangat memaksa sekali",1
aplikasi ini sering macet dan perbaikan maintenance hampir tiap hari pasti ada masalah sehingga susah untuk bertransaksi ttp aja hrs ke ATM td nya saya kira hp nya ternyata yg lain pun sama.mohon d perhatikan dan perbaiki. sinyal d daerah sy cukup baik dan sy menggunakan no hp yg terdaftar,4
"Menurut sy Aplikasi Perbankan paling jelek dr yg lain..udh bolak balik install, bru bbrp kali pakai udh ngk bisa pakai..lgsg muncul ""perlu data tambahan"" ..padahal bertahun2 pakai bni mobile banking ngk prnh ada masalah. Tolong donk BNI klo mau upgrade yg lebih bagus jgn makin jelek gini aplikasi nya. sebagai nasabah BNI yg rutin transaksi tiap hari, aplikasi ini benar2 buat kendala.",1
"baguss ,, mantap aplikasinya cepat dan mudah",5
lebih lancar dan gampang..awal nya sh adaptasi..Sm ky MB..tp lebih keren ini mah,5
Cara Daftarnya mudah.. semoga dalam penggunaannya tidak ada kendala..,5
"Aplikasinya bagus, tapi laporan keuangan masih kurang sekali. Untuk melihat detail harus menunggu E-Statement bulanan, padahal mau cek tiap transaksi uang yg ada di bank berapa. Dulu di BNI Mobile bisa liat, tapi Wondr sejauh ini belum. Kecewa berat sih 💔💔💔",3
Aplikasi Terburuk Yang Gua Pakai Dalam Perbankan Digital. verifikasi terkadang gangguan harus menunggu 24jam baru bisa lagi dan keamanan yang Masi rapuh.,1
"Aplikasi sangat menyusahkan , setiap buat transakai di jam 11 - 01 malam seringa ngg bisa nya , , sangat jelek aplikasi inj 😤",1
kendala saat verifikasi wajah.. padahal sinyal bagus dan hp normal,2
app yang bagus sekali bisa membantu saya secepat kilat..,5
"akun di blokir dan tidak ad fitur pengaktifan kembali uang saya habis hanya untuk admin dan bahkan saya tidak gunakan Rp.1 pun mending ganti bank lain saja, aplikasi masih pengembangan di rilis dan tidak ad update secara berkala ataupun maintenance",1
"Selalu tidak ada notifikasi saat ada transaksi uang masuk, mungkin bisa diperbaiki lebih baik",4
"apknya bagus tapi aku mau tanya, kenapa uang saya sekian ribu jadi habis? apakah wondr ini mengambil uang nasabah atau bagaimana? karna saya lihat uang saya jadi -sekian ribu, tolong dijelaskan, sekian",3
"knp ya selalu ada perbaikan , kadang lgi urgent tpi ngk bisa ke buka karna selalu ada perbaikan",2
"cepat, gampang dan gak susah tentunya😘",5
bagus banget apk nya memudahkan transaksi sehari hari..walau kadang kadang ngelag sihh,5
kenapa tidak bisa di buka dari kemarinnn? keterangannya cuma terjadi masalah kode TO,3
tadinya bagus..bisa masuk..skrg ga bisa log in.. verifikasi wajah'a susah..udah kedipin mata ga bisa2..,4
"Waste time bgt. Saya coba daftar dari bulan lalu pakai BNI Mobile gabisa. Sistem eror. Diminta ulang langkahnya, saya ulang berkali² tetap gabisa. Oke sabar. Hari ini saya ke cabang BNI daftar offline, entah knp KTP dan sidik jari berulang2 gamau. Yang menyedihkan coba pakai Wonder BNI lagi karena offline buka rekening gagal, malah sama hasilnya nihil. Ini ga ngerti ada yang salah sama KTP, Sidik jari atau apa? Pdhl Bank lain aman. Staff bilang KTP saya yg salah. Seriously? Kecewa.",1
"aplikasi bagus, cuma mutar mutar ja ngk jelas install terus sudah 3 hari tu ja terus tolong di perbaiki aplikasi ne susah jadinya pripasi wajah pun ngk di terima tunggu besok, besok muter-muter lagi, jelek banget ne aplikasi",1
Terbaik.Untuk Semua Transaksi.Mudah & Cepat👍,5
kak kenapa ya ko wondr by BNI saya susah di akses terus menerus butuh verifikasi tambahan terus kenapa ya ka tolong di bantu🙏,3
fitur login nya terlalu ribet,1
aplikasi sudah bagus memudahkan dalam transaksi namun kalau ingin mengaktifkan lagi kartu yah sudah lama tak terpakai gimana ya???,5
saya kasi bintang 3 karena sdh direpon tpi @Bank BNI klo spek hp sudah mencukupi (Oppo A18) hanya dua kemungkinan... Wondr by BNI di naikan speknya karena spek OS atau bisa jd OSnya yg ada Bug.. terima kasih,3
"kenapa kalo jam malam tidak bisa di gunakan,contohnya jam 00.31 sangat menggangu",3
"tolong dong sistem saldo minimum dihapus kan, masa saya mau top up gopay buat beli makan jadi gak bisa padahal nomoinal uang nya cuma 100 rb",1
"tiap buka ngeloadnya lama sampe 5 menit, bikin malu kalo lagi mau pake qris. tapi pake wifi kenapa bisa lancar? pake data kenapa engga? tolonglah wondr ini diperbaiki",1
"Praktis, mudah, cepat, banyak menghemat waktu, dan yg lebih penting adalah keamanan terjaga.",5
mau transaksi susah banget lambat banget buka APK nya...jdi qlo mau transaksi apapun jdi lambat...ga bisa...enakan BNI MOBILE....cape deh🥴🥴🥴🥴😵😵😵😵,2
"saya transaksi gagal terus, iyah pas awal download dan buat rekening mudah lancar jaya tapi wajtu mau isi pulsa ga bisa mau transfer ga bisa ""transaksi gagal"" terus menerus tolong dibenahi ya 😢",3
ini aplikasi nya kayak mana dah aku mau transfer uang ke gopay pas minta sandi angka sesuai yg ku buat malah gk masuk ku coba 3 kali malah gk bisa pas mau verifikasi akun malah banyak cincong kalau mau niat buat aplikasinya jangan menyusahkan😩 mendingan balik ke aplikasi dana dari pada aplikasi gk jelas gini😡,1
